model,group,case,variant,sentence_sim,contextual_span_sim,isolated_phrase_sim
Qwen3.5-4B-it,idiomatic_nc,grey matter,synonym,0.9698242506124108,0.5882447019735679,0.6053059606106993
Qwen3.5-4B-it,idiomatic_nc,grey matter,component,0.9209389824645366,0.5764749802718733,0.6064742609891917
Qwen3.5-4B-it,idiomatic_nc,grey matter,word_by_word,0.9080421099293051,0.6193014011956752,0.6599643969545825
Qwen3.5-4B-it,idiomatic_nc,grey matter,random,0.8747222604666663,0.5342546406289042,0.4829313374419218
Qwen3.5-4B-it,idiomatic_nc,eager beaver,synonym,0.9408840284318433,0.628877527926178,0.6306368595290028
Qwen3.5-4B-it,idiomatic_nc,eager beaver,component,0.9601395835315626,0.779630556891778,0.7196079717950017
Qwen3.5-4B-it,idiomatic_nc,eager beaver,word_by_word,0.9252940657929961,0.643493417520182,0.6046182578140095
Qwen3.5-4B-it,idiomatic_nc,eager beaver,random,0.895380870384831,0.49112250678400377,0.5301732522069755
Qwen3.5-4B-it,idiomatic_nc,couch potato,synonym,0.9516366283533838,0.6686068891559521,0.5715609281443838
Qwen3.5-4B-it,idiomatic_nc,couch potato,component,0.9165817644273639,0.5399028319068143,0.5555124362856224
Qwen3.5-4B-it,idiomatic_nc,couch potato,word_by_word,0.9383727500384318,0.7344991544744517,0.6338607388168548
Qwen3.5-4B-it,idiomatic_nc,couch potato,random,0.8398963114332152,0.3561555876618181,0.4768639059815215
Qwen3.5-4B-it,idiomatic_nc,cold feet,synonym,0.966241696252284,0.7418370360763669,0.5986726944461943
Qwen3.5-4B-it,idiomatic_nc,cold feet,component,0.9348613577887901,0.4733842240934487,0.5741520349202868
Qwen3.5-4B-it,idiomatic_nc,cold feet,word_by_word,0.9805530961855496,0.8570197833331071,0.7655251166094191
Qwen3.5-4B-it,idiomatic_nc,cold feet,random,0.9325146863253387,0.4880987940214379,0.5655799566272504
Qwen3.5-4B-it,idiomatic_nc,white elephant,synonym,0.9572584442934104,0.5544703798547194,0.49227275453456587
Qwen3.5-4B-it,idiomatic_nc,white elephant,component,0.9447669360067051,0.5427514645340288,0.5837787751851924
Qwen3.5-4B-it,idiomatic_nc,white elephant,word_by_word,0.9311818033038906,0.6091776706985402,0.5048065453216072
Qwen3.5-4B-it,idiomatic_nc,white elephant,random,0.92844170262231,0.5591243704900335,0.5512656908740863
Qwen3.5-4B-it,idiomatic_nc,red tape,synonym,0.9799629556006278,0.6906491008415534,0.5559882746671786
Qwen3.5-4B-it,idiomatic_nc,red tape,component,0.9400493346734339,0.4908650602150627,0.610609785449734
Qwen3.5-4B-it,idiomatic_nc,red tape,word_by_word,0.923512965875422,0.5921128941315654,0.6793039585083518
Qwen3.5-4B-it,idiomatic_nc,red tape,random,0.9234464601690952,0.4584393864617906,0.5695572006365102
Qwen3.5-4B-it,idiomatic_nc,dark horse,synonym,0.9115419260261703,0.5756506807911873,0.6408191400448298
Qwen3.5-4B-it,idiomatic_nc,dark horse,component,0.926375730937071,0.5064802357447711,0.6478724977056364
Qwen3.5-4B-it,idiomatic_nc,dark horse,word_by_word,0.8562580602810008,0.614709425450505,0.6918943062043438
Qwen3.5-4B-it,idiomatic_nc,dark horse,random,0.7688859623479335,0.4323435367706328,0.35316166702992124
Qwen3.5-4B-it,idiomatic_nc,black sheep,synonym,0.9667074100040783,0.6383468451655713,0.6311723629130562
Qwen3.5-4B-it,idiomatic_nc,black sheep,component,0.9535160177631973,0.6184686594079779,0.673785441600393
Qwen3.5-4B-it,idiomatic_nc,black sheep,word_by_word,0.9509939541183209,0.6774339696634997,0.7115199688766494
Qwen3.5-4B-it,idiomatic_nc,black sheep,random,0.9018420602937188,0.43529732214135847,0.5647231131043258
Qwen3.5-4B-it,idiomatic_nc,silver lining,synonym,0.9711870570152592,0.6973165976232452,0.6729959024144541
Qwen3.5-4B-it,idiomatic_nc,silver lining,component,0.9454032050147679,0.5707155832322901,0.6137856668112399
Qwen3.5-4B-it,idiomatic_nc,silver lining,word_by_word,0.926441109319051,0.549611252329858,0.646909680368933
Qwen3.5-4B-it,idiomatic_nc,silver lining,random,0.9045112336422058,0.4668695152851359,0.5523029080783161
Qwen3.5-4B-it,idiomatic_nc,ivory tower,synonym,0.946643635117798,0.631760081267027,0.6312503713964793
Qwen3.5-4B-it,idiomatic_nc,ivory tower,component,0.9348224030284557,0.5125846937572174,0.5919482818695023
Qwen3.5-4B-it,idiomatic_nc,ivory tower,word_by_word,0.9263093093119075,0.49722044484057026,0.5165401037622568
Qwen3.5-4B-it,idiomatic_nc,ivory tower,random,0.9152406260460381,0.5899414859799804,0.6206470840043239
